date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,NSM_sin,NSM_cos,Day_of_week_sin,Day_of_week_cos,WeekStatus
2018-12-11 09:30:00,71.82,33.55,0.6087614290087209,-0.793353340291235,0.7818314824680298,0.6234898018587336,0
2018-12-11 09:45:00,71.24,35.32,0.5555702330196022,-0.8314696123025453,0.7818314824680298,0.6234898018587336,0
2018-12-11 10:00:00,54.86,21.02,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0
2018-12-11 10:15:00,66.13,31.68,0.4422886902190013,-0.8968727415326883,0.7818314824680298,0.6234898018587336,0
2018-12-11 10:30:00,73.08,36.83,0.3826834323650899,-0.9238795325112868,0.7818314824680298,0.6234898018587336,0
2018-12-11 10:45:00,77.51,42.34,0.3214394653031617,-0.9469301294951056,0.7818314824680298,0.6234898018587336,0
2018-12-11 11:00:00,72.54,35.82,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0
2018-12-11 11:15:00,63.83,29.41,0.1950903220161286,-0.9807852804032304,0.7818314824680298,0.6234898018587336,0
2018-12-11 11:30:00,67.07,33.48,0.1305261922200515,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0
2018-12-11 11:45:00,84.24,45.54,0.0654031292301431,-0.9978589232386036,0.7818314824680298,0.6234898018587336,0
2018-12-11 12:00:00,72.79,39.89,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0
2018-12-11 12:15:00,7.96,0.32,-0.0654031292301428,-0.9978589232386036,0.7818314824680298,0.6234898018587336,0
2018-12-11 12:30:00,5.8,0.0,-0.1305261922200517,-0.9914448613738104,0.7818314824680298,0.6234898018587336,0
2018-12-11 12:45:00,6.98,0.0,-0.1950903220161283,-0.9807852804032304,0.7818314824680298,0.6234898018587336,0
2018-12-11 13:00:00,6.95,0.0,-0.2588190451025203,-0.9659258262890684,0.7818314824680298,0.6234898018587336,0
2018-12-11 13:15:00,38.45,12.46,-0.3214394653031615,-0.9469301294951056,0.7818314824680298,0.6234898018587336,0
2018-12-11 13:30:00,59.36,29.63,-0.3826834323650896,-0.9238795325112868,0.7818314824680298,0.6234898018587336,0
2018-12-11 13:45:00,66.02,34.56,-0.4422886902190011,-0.8968727415326884,0.7818314824680298,0.6234898018587336,0
2018-12-11 14:00:00,80.28,44.06,-0.5000000000000001,-0.8660254037844386,0.7818314824680298,0.6234898018587336,0
2018-12-11 14:15:00,75.53,39.92,-0.555570233019602,-0.8314696123025455,0.7818314824680298,0.6234898018587336,0
2018-12-11 14:30:00,72.0,34.88,-0.6087614290087203,-0.7933533402912354,0.7818314824680298,0.6234898018587336,0
2018-12-11 14:45:00,72.61,40.0,-0.6593458151000688,-0.7518398074789774,0.7818314824680298,0.6234898018587336,0
2018-12-11 15:00:00,78.55,44.06,-0.7071067811865475,-0.7071067811865477,0.7818314824680298,0.6234898018587336,0
2018-12-11 15:15:00,73.98,39.38,-0.7518398074789773,-0.6593458151000691,0.7818314824680298,0.6234898018587336,0
2018-12-11 15:30:00,76.79,41.11,-0.7933533402912349,-0.6087614290087209,0.7818314824680298,0.6234898018587336,0
2018-12-11 15:45:00,80.46,44.89,-0.8314696123025452,-0.5555702330196022,0.7818314824680298,0.6234898018587336,0
2018-12-11 16:00:00,68.11,33.84,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0
2018-12-11 16:15:00,71.68,36.79,-0.8968727415326883,-0.4422886902190013,0.7818314824680298,0.6234898018587336,0
2018-12-11 16:30:00,69.8,37.58,-0.9238795325112864,-0.3826834323650903,0.7818314824680298,0.6234898018587336,0
2018-12-11 16:45:00,75.46,41.22,-0.9469301294951056,-0.3214394653031618,0.7818314824680298,0.6234898018587336,0
2018-12-11 17:00:00,70.27,36.25,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,0
2018-12-11 17:15:00,78.48,44.5,-0.9807852804032304,-0.1950903220161286,0.7818314824680298,0.6234898018587336,0
2018-12-11 17:30:00,66.78,32.8,-0.9914448613738104,-0.1305261922200516,0.7818314824680298,0.6234898018587336,0
2018-12-11 17:45:00,32.11,0.0,-0.9978589232386036,-0.0654031292301427,0.7818314824680298,0.6234898018587336,0
2018-12-11 18:00:00,31.25,3.71,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0
2018-12-11 18:15:00,36.4,14.94,-0.9978589232386036,0.0654031292301423,0.7818314824680298,0.6234898018587336,0
2018-12-11 18:30:00,39.56,15.98,-0.9914448613738104,0.1305261922200512,0.7818314824680298,0.6234898018587336,0
2018-12-11 18:45:00,51.44,18.29,-0.9807852804032304,0.1950903220161283,0.7818314824680298,0.6234898018587336,0
2018-12-11 19:00:00,51.52,18.04,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0
2018-12-11 19:15:00,53.57,20.88,-0.9469301294951056,0.3214394653031615,0.7818314824680298,0.6234898018587336,0
2018-12-11 19:30:00,52.81,19.91,-0.9238795325112866,0.38268343236509,0.7818314824680298,0.6234898018587336,0
2018-12-11 19:45:00,52.38,18.61,-0.8968727415326884,0.442288690219001,0.7818314824680298,0.6234898018587336,0
2018-12-11 20:00:00,53.21,21.06,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0
2018-12-11 20:15:00,51.91,18.9,-0.8314696123025455,0.5555702330196018,0.7818314824680298,0.6234898018587336,0
2018-12-11 20:30:00,53.46,18.47,-0.7933533402912352,0.6087614290087205,0.7818314824680298,0.6234898018587336,0
2018-12-11 20:45:00,32.36,2.74,-0.7518398074789772,0.6593458151000691,0.7818314824680298,0.6234898018587336,0
2018-12-11 21:00:00,28.37,0.04,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0
2018-12-11 21:15:00,6.77,0.0,-0.6593458151000694,0.7518398074789769,0.7818314824680298,0.6234898018587336,0
2018-12-11 21:30:00,5.69,0.0,-0.608761429008721,0.7933533402912349,0.7818314824680298,0.6234898018587336,0
2018-12-11 21:45:00,5.8,0.0,-0.5555702330196022,0.8314696123025452,0.7818314824680298,0.6234898018587336,0
2018-12-11 22:00:00,5.69,0.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0
2018-12-11 22:15:00,5.47,3.96,-0.4422886902190014,0.8968727415326883,0.7818314824680298,0.6234898018587336,0
2018-12-11 22:30:00,5.44,4.1,-0.3826834323650904,0.9238795325112864,0.7818314824680298,0.6234898018587336,0
2018-12-11 22:45:00,4.97,4.18,-0.3214394653031618,0.9469301294951056,0.7818314824680298,0.6234898018587336,0
2018-12-11 23:00:00,4.36,4.21,-0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,0
2018-12-11 23:15:00,4.25,3.64,-0.1950903220161287,0.9807852804032304,0.7818314824680298,0.6234898018587336,0
2018-12-11 23:30:00,4.21,3.35,-0.1305261922200516,0.9914448613738104,0.7818314824680298,0.6234898018587336,0
2018-12-11 23:45:00,4.14,3.42,-0.0654031292301428,0.9978589232386036,0.7818314824680298,0.6234898018587336,0
2018-12-12 00:00:00,4.21,2.84,0.0,1.0,0.9749279121818236,-0.2225209339563143,0
2018-12-12 00:15:00,4.21,3.31,0.065403129230143,0.9978589232386036,0.9749279121818236,-0.2225209339563143,0
2018-12-12 00:30:00,4.14,3.56,0.1305261922200515,0.9914448613738104,0.9749279121818236,-0.2225209339563143,0
2018-12-12 00:45:00,4.14,3.38,0.1950903220161282,0.9807852804032304,0.9749279121818236,-0.2225209339563143,0
2018-12-12 01:00:00,4.14,3.31,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,0
2018-12-12 01:15:00,4.21,3.31,0.3214394653031616,0.9469301294951056,0.9749279121818236,-0.2225209339563143,0
2018-12-12 01:30:00,4.18,3.31,0.3826834323650898,0.9238795325112868,0.9749279121818236,-0.2225209339563143,0
2018-12-12 01:45:00,4.75,3.2,0.4422886902190013,0.8968727415326883,0.9749279121818236,-0.2225209339563143,0
2018-12-12 02:00:00,5.33,3.42,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0
2018-12-12 02:15:00,4.25,3.38,0.5555702330196022,0.8314696123025452,0.9749279121818236,-0.2225209339563143,0
2018-12-12 02:30:00,4.25,3.56,0.6087614290087207,0.7933533402912352,0.9749279121818236,-0.2225209339563143,0
2018-12-12 02:45:00,4.18,3.53,0.6593458151000688,0.7518398074789774,0.9749279121818236,-0.2225209339563143,0
2018-12-12 03:00:00,4.21,3.64,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.2225209339563143,0
2018-12-12 03:15:00,4.18,3.67,0.7518398074789773,0.659345815100069,0.9749279121818236,-0.2225209339563143,0
2018-12-12 03:30:00,4.18,3.67,0.7933533402912352,0.6087614290087207,0.9749279121818236,-0.2225209339563143,0
2018-12-12 03:45:00,4.25,3.71,0.8314696123025452,0.5555702330196023,0.9749279121818236,-0.2225209339563143,0
2018-12-12 04:00:00,4.18,3.64,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0
2018-12-12 04:15:00,4.03,3.49,0.8968727415326884,0.4422886902190012,0.9749279121818236,-0.2225209339563143,0
2018-12-12 04:30:00,3.46,2.56,0.9238795325112868,0.3826834323650898,0.9749279121818236,-0.2225209339563143,0
2018-12-12 04:45:00,3.46,2.48,0.9469301294951056,0.3214394653031617,0.9749279121818236,-0.2225209339563143,0
2018-12-12 05:00:00,3.53,2.48,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143,0
2018-12-12 05:15:00,3.46,2.52,0.9807852804032304,0.1950903220161283,0.9749279121818236,-0.2225209339563143,0
2018-12-12 05:30:00,3.49,2.59,0.9914448613738104,0.1305261922200517,0.9749279121818236,-0.2225209339563143,0
2018-12-12 05:45:00,4.0,3.64,0.9978589232386036,0.065403129230143,0.9749279121818236,-0.2225209339563143,0
2018-12-12 06:00:00,4.25,3.74,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0
2018-12-12 06:15:00,3.85,2.92,0.9978589232386036,-0.0654031292301431,0.9749279121818236,-0.2225209339563143,0
2018-12-12 06:30:00,3.42,2.48,0.9914448613738104,-0.1305261922200513,0.9749279121818236,-0.2225209339563143,0
2018-12-12 06:45:00,3.42,2.38,0.9807852804032304,-0.1950903220161282,0.9749279121818236,-0.2225209339563143,0
2018-12-12 07:00:00,3.96,3.31,0.9659258262890684,-0.2588190451025208,0.9749279121818236,-0.2225209339563143,0
2018-12-12 07:15:00,4.1,3.31,0.9469301294951056,-0.3214394653031613,0.9749279121818236,-0.2225209339563143,0
2018-12-12 07:30:00,4.32,3.28,0.9238795325112868,-0.3826834323650897,0.9749279121818236,-0.2225209339563143,0
2018-12-12 07:45:00,5.83,3.13,0.8968727415326884,-0.4422886902190011,0.9749279121818236,-0.2225209339563143,0
2018-12-12 08:00:00,5.8,2.92,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0
2018-12-12 08:15:00,36.86,27.04,0.8314696123025453,-0.555570233019602,0.9749279121818236,-0.2225209339563143,0
2018-12-12 08:30:00,60.37,44.5,0.7933533402912352,-0.6087614290087207,0.9749279121818236,-0.2225209339563143,0
2018-12-12 08:45:00,66.46,44.14,0.7518398074789774,-0.6593458151000688,0.9749279121818236,-0.2225209339563143,0
2018-12-12 09:00:00,69.05,30.1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563143,0
2018-12-12 09:15:00,63.86,25.49,0.659345815100069,-0.7518398074789773,0.9749279121818236,-0.2225209339563143,0
2018-12-12 09:30:00,65.59,28.91,0.6087614290087209,-0.793353340291235,0.9749279121818236,-0.2225209339563143,0
2018-12-12 09:45:00,60.98,24.23,0.5555702330196022,-0.8314696123025453,0.9749279121818236,-0.2225209339563143,0
2018-12-12 10:00:00,65.74,29.66,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0
2018-12-12 10:15:00,57.17,20.02,0.4422886902190013,-0.8968727415326883,0.9749279121818236,-0.2225209339563143,0
2018-12-12 10:30:00,64.55,27.97,0.3826834323650899,-0.9238795325112868,0.9749279121818236,-0.2225209339563143,0
2018-12-12 10:45:00,53.42,18.18,0.3214394653031617,-0.9469301294951056,0.9749279121818236,-0.2225209339563143,0
2018-12-12 11:00:00,65.88,28.4,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0
2018-12-12 11:15:00,57.71,22.54,0.1950903220161286,-0.9807852804032304,0.9749279121818236,-0.2225209339563143,0
2018-12-12 11:30:00,59.76,22.18,0.1305261922200515,-0.9914448613738104,0.9749279121818236,-0.2225209339563143,0
2018-12-12 11:45:00,79.85,38.16,0.0654031292301431,-0.9978589232386036,0.9749279121818236,-0.2225209339563143,0
2018-12-12 12:00:00,49.64,14.9,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,0
2018-12-12 12:15:00,27.97,0.0,-0.0654031292301428,-0.9978589232386036,0.9749279121818236,-0.2225209339563143,0
2018-12-12 12:30:00,29.74,0.0,-0.1305261922200517,-0.9914448613738104,0.9749279121818236,-0.2225209339563143,0
2018-12-12 12:45:00,29.56,0.07,-0.1950903220161283,-0.9807852804032304,0.9749279121818236,-0.2225209339563143,0
2018-12-12 13:00:00,29.3,0.0,-0.2588190451025203,-0.9659258262890684,0.9749279121818236,-0.2225209339563143,0
2018-12-12 13:15:00,58.86,18.58,-0.3214394653031615,-0.9469301294951056,0.9749279121818236,-0.2225209339563143,0
2018-12-12 13:30:00,61.78,25.78,-0.3826834323650896,-0.9238795325112868,0.9749279121818236,-0.2225209339563143,0
2018-12-12 13:45:00,77.0,35.1,-0.4422886902190011,-0.8968727415326884,0.9749279121818236,-0.2225209339563143,0
2018-12-12 14:00:00,65.56,30.17,-0.5000000000000001,-0.8660254037844386,0.9749279121818236,-0.2225209339563143,0
2018-12-12 14:15:00,86.51,52.31,-0.555570233019602,-0.8314696123025455,0.9749279121818236,-0.2225209339563143,0
2018-12-12 14:30:00,60.44,25.63,-0.6087614290087203,-0.7933533402912354,0.9749279121818236,-0.2225209339563143,0
2018-12-12 14:45:00,64.8,33.3,-0.6593458151000688,-0.7518398074789774,0.9749279121818236,-0.2225209339563143,0
2018-12-12 15:00:00,72.18,32.04,-0.7071067811865475,-0.7071067811865477,0.9749279121818236,-0.2225209339563143,0
2018-12-12 15:15:00,69.08,33.95,-0.7518398074789773,-0.6593458151000691,0.9749279121818236,-0.2225209339563143,0
2018-12-12 15:30:00,66.17,34.2,-0.7933533402912349,-0.6087614290087209,0.9749279121818236,-0.2225209339563143,0
2018-12-12 15:45:00,61.67,27.36,-0.8314696123025452,-0.5555702330196022,0.9749279121818236,-0.2225209339563143,0
2018-12-12 16:00:00,70.6,32.69,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0
2018-12-12 16:15:00,68.36,32.51,-0.8968727415326883,-0.4422886902190013,0.9749279121818236,-0.2225209339563143,0
2018-12-12 16:30:00,75.1,38.66,-0.9238795325112864,-0.3826834323650903,0.9749279121818236,-0.2225209339563143,0
2018-12-12 16:45:00,66.13,29.7,-0.9469301294951056,-0.3214394653031618,0.9749279121818236,-0.2225209339563143,0
2018-12-12 17:00:00,70.7,36.22,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0
2018-12-12 17:15:00,60.7,27.11,-0.9807852804032304,-0.1950903220161286,0.9749279121818236,-0.2225209339563143,0
2018-12-12 17:30:00,57.92,18.14,-0.9914448613738104,-0.1305261922200516,0.9749279121818236,-0.2225209339563143,0
2018-12-12 17:45:00,32.9,0.04,-0.9978589232386036,-0.0654031292301427,0.9749279121818236,-0.2225209339563143,0
2018-12-12 18:00:00,30.53,2.74,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0
2018-12-12 18:15:00,49.9,24.08,-0.9978589232386036,0.0654031292301423,0.9749279121818236,-0.2225209339563143,0
2018-12-12 18:30:00,67.25,34.92,-0.9914448613738104,0.1305261922200512,0.9749279121818236,-0.2225209339563143,0
2018-12-12 18:45:00,69.37,29.81,-0.9807852804032304,0.1950903220161283,0.9749279121818236,-0.2225209339563143,0
2018-12-12 19:00:00,65.99,25.78,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.2225209339563143,0
2018-12-12 19:15:00,66.02,25.27,-0.9469301294951056,0.3214394653031615,0.9749279121818236,-0.2225209339563143,0
2018-12-12 19:30:00,60.19,24.95,-0.9238795325112866,0.38268343236509,0.9749279121818236,-0.2225209339563143,0
2018-12-12 19:45:00,58.54,21.85,-0.8968727415326884,0.442288690219001,0.9749279121818236,-0.2225209339563143,0
2018-12-12 20:00:00,61.85,23.44,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0
2018-12-12 20:15:00,67.07,27.22,-0.8314696123025455,0.5555702330196018,0.9749279121818236,-0.2225209339563143,0
2018-12-12 20:30:00,58.82,18.94,-0.7933533402912352,0.6087614290087205,0.9749279121818236,-0.2225209339563143,0
2018-12-12 20:45:00,53.35,16.96,-0.7518398074789772,0.6593458151000691,0.9749279121818236,-0.2225209339563143,0
2018-12-12 21:00:00,30.35,0.07,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.2225209339563143,0
2018-12-12 21:15:00,12.2,0.0,-0.6593458151000694,0.7518398074789769,0.9749279121818236,-0.2225209339563143,0
2018-12-12 21:30:00,5.8,0.0,-0.608761429008721,0.7933533402912349,0.9749279121818236,-0.2225209339563143,0
2018-12-12 21:45:00,5.76,0.0,-0.5555702330196022,0.8314696123025452,0.9749279121818236,-0.2225209339563143,0
2018-12-12 22:00:00,5.65,0.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0
2018-12-12 22:15:00,5.04,3.2,-0.4422886902190014,0.8968727415326883,0.9749279121818236,-0.2225209339563143,0
2018-12-12 22:30:00,4.25,3.42,-0.3826834323650904,0.9238795325112864,0.9749279121818236,-0.2225209339563143,0
2018-12-12 22:45:00,4.25,3.42,-0.3214394653031618,0.9469301294951056,0.9749279121818236,-0.2225209339563143,0
2018-12-12 23:00:00,4.21,3.31,-0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,0
2018-12-12 23:15:00,4.14,2.88,-0.1950903220161287,0.9807852804032304,0.9749279121818236,-0.2225209339563143,0
2018-12-12 23:30:00,4.1,2.45,-0.1305261922200516,0.9914448613738104,0.9749279121818236,-0.2225209339563143,0
2018-12-12 23:45:00,4.1,2.66,-0.0654031292301428,0.9978589232386036,0.9749279121818236,-0.2225209339563143,0
2018-12-13 00:00:00,5.26,2.41,0.0,1.0,0.4338837391175582,-0.900968867902419,0
2018-12-13 00:15:00,4.1,2.88,0.065403129230143,0.9978589232386036,0.4338837391175582,-0.900968867902419,0
2018-12-13 00:30:00,4.18,2.92,0.1305261922200515,0.9914448613738104,0.4338837391175582,-0.900968867902419,0
2018-12-13 00:45:00,4.21,2.84,0.1950903220161282,0.9807852804032304,0.4338837391175582,-0.900968867902419,0
2018-12-13 01:00:00,4.14,2.95,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,0
2018-12-13 01:15:00,4.28,2.92,0.3214394653031616,0.9469301294951056,0.4338837391175582,-0.900968867902419,0
2018-12-13 01:30:00,4.18,3.02,0.3826834323650898,0.9238795325112868,0.4338837391175582,-0.900968867902419,0
2018-12-13 01:45:00,4.25,2.95,0.4422886902190013,0.8968727415326883,0.4338837391175582,-0.900968867902419,0
2018-12-13 02:00:00,5.36,2.74,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,0
2018-12-13 02:15:00,4.79,2.77,0.5555702330196022,0.8314696123025452,0.4338837391175582,-0.900968867902419,0
2018-12-13 02:30:00,4.25,3.13,0.6087614290087207,0.7933533402912352,0.4338837391175582,-0.900968867902419,0
2018-12-13 02:45:00,4.18,3.2,0.6593458151000688,0.7518398074789774,0.4338837391175582,-0.900968867902419,0
2018-12-13 03:00:00,4.21,3.24,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419,0
2018-12-13 03:15:00,4.18,3.2,0.7518398074789773,0.659345815100069,0.4338837391175582,-0.900968867902419,0
2018-12-13 03:30:00,4.21,3.24,0.7933533402912352,0.6087614290087207,0.4338837391175582,-0.900968867902419,0
2018-12-13 03:45:00,4.21,3.06,0.8314696123025452,0.5555702330196023,0.4338837391175582,-0.900968867902419,0
2018-12-13 04:00:00,4.21,3.2,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0
2018-12-13 04:15:00,4.18,3.24,0.8968727415326884,0.4422886902190012,0.4338837391175582,-0.900968867902419,0
2018-12-13 04:30:00,4.21,3.13,0.9238795325112868,0.3826834323650898,0.4338837391175582,-0.900968867902419,0
2018-12-13 04:45:00,4.21,3.1,0.9469301294951056,0.3214394653031617,0.4338837391175582,-0.900968867902419,0
2018-12-13 05:00:00,4.18,3.1,0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,0
2018-12-13 05:15:00,3.67,2.41,0.9807852804032304,0.1950903220161283,0.4338837391175582,-0.900968867902419,0
2018-12-13 05:30:00,3.42,2.2,0.9914448613738104,0.1305261922200517,0.4338837391175582,-0.900968867902419,0
2018-12-13 05:45:00,3.89,2.66,0.9978589232386036,0.065403129230143,0.4338837391175582,-0.900968867902419,0
2018-12-13 06:00:00,4.32,2.95,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0
2018-12-13 06:15:00,3.46,2.16,0.9978589232386036,-0.0654031292301431,0.4338837391175582,-0.900968867902419,0
2018-12-13 06:30:00,3.38,2.2,0.9914448613738104,-0.1305261922200513,0.4338837391175582,-0.900968867902419,0
2018-12-13 06:45:00,3.38,2.2,0.9807852804032304,-0.1950903220161282,0.4338837391175582,-0.900968867902419,0
2018-12-13 07:00:00,3.42,2.12,0.9659258262890684,-0.2588190451025208,0.4338837391175582,-0.900968867902419,0
2018-12-13 07:15:00,3.42,2.12,0.9469301294951056,-0.3214394653031613,0.4338837391175582,-0.900968867902419,0
2018-12-13 07:30:00,3.71,2.23,0.9238795325112868,-0.3826834323650897,0.4338837391175582,-0.900968867902419,0
2018-12-13 07:45:00,5.69,2.7,0.8968727415326884,-0.4422886902190011,0.4338837391175582,-0.900968867902419,0
2018-12-13 08:00:00,6.23,2.45,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0
2018-12-13 08:15:00,35.57,23.29,0.8314696123025453,-0.555570233019602,0.4338837391175582,-0.900968867902419,0
2018-12-13 08:30:00,72.86,54.04,0.7933533402912352,-0.6087614290087207,0.4338837391175582,-0.900968867902419,0
2018-12-13 08:45:00,61.74,40.21,0.7518398074789774,-0.6593458151000688,0.4338837391175582,-0.900968867902419,0
2018-12-13 09:00:00,76.36,35.1,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0
2018-12-13 09:15:00,63.11,24.37,0.659345815100069,-0.7518398074789773,0.4338837391175582,-0.900968867902419,0
2018-12-13 09:30:00,65.66,25.96,0.6087614290087209,-0.793353340291235,0.4338837391175582,-0.900968867902419,0
2018-12-13 09:45:00,72.07,30.85,0.5555702330196022,-0.8314696123025453,0.4338837391175582,-0.900968867902419,0
2018-12-13 10:00:00,56.84,17.93,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,0
2018-12-13 10:15:00,69.3,27.47,0.4422886902190013,-0.8968727415326883,0.4338837391175582,-0.900968867902419,0
2018-12-13 10:30:00,65.66,28.44,0.3826834323650899,-0.9238795325112868,0.4338837391175582,-0.900968867902419,0
2018-12-13 10:45:00,85.43,42.41,0.3214394653031617,-0.9469301294951056,0.4338837391175582,-0.900968867902419,0
2018-12-13 11:00:00,53.17,16.38,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419,0
2018-12-13 11:15:00,55.4,22.68,0.1950903220161286,-0.9807852804032304,0.4338837391175582,-0.900968867902419,0
2018-12-13 11:30:00,60.08,25.2,0.1305261922200515,-0.9914448613738104,0.4338837391175582,-0.900968867902419,0
2018-12-13 11:45:00,58.0,25.09,0.0654031292301431,-0.9978589232386036,0.4338837391175582,-0.900968867902419,0
2018-12-13 12:00:00,51.3,15.3,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0
2018-12-13 12:15:00,11.38,0.36,-0.0654031292301428,-0.9978589232386036,0.4338837391175582,-0.900968867902419,0
2018-12-13 12:30:00,10.91,0.0,-0.1305261922200517,-0.9914448613738104,0.4338837391175582,-0.900968867902419,0
2018-12-13 12:45:00,30.1,3.74,-0.1950903220161283,-0.9807852804032304,0.4338837391175582,-0.900968867902419,0
2018-12-13 13:00:00,36.4,4.39,-0.2588190451025203,-0.9659258262890684,0.4338837391175582,-0.900968867902419,0
2018-12-13 13:15:00,41.69,7.7,-0.3214394653031615,-0.9469301294951056,0.4338837391175582,-0.900968867902419,0
