date,Actual Usage (kWh),Predicted Usage (kWh)
2018-10-22 16:15:00,52.38,79.05240145802499
2018-10-22 16:30:00,51.12,74.64378995001316
2018-10-22 16:45:00,52.52,70.18961364924908
2018-10-22 17:00:00,42.01,66.04650934726
2018-10-22 17:15:00,55.66,61.53293175399303
2018-10-22 17:30:00,52.13,58.02395320266485
2018-10-22 17:45:00,32.04,55.174474054574965
2018-10-22 18:00:00,30.67,51.288972953557966
2018-10-22 18:15:00,40.1,47.415601805746554
2018-10-22 18:30:00,93.01999999999998,46.54905788838863
2018-10-22 18:45:00,82.26,49.910523454546926
2018-10-22 19:00:00,105.08,53.519043069481846
2018-10-22 19:15:00,76.18,58.66699341356754
2018-10-22 19:30:00,95.22,61.11553741455078
2018-10-22 19:45:00,46.15,63.13203323036432
2018-10-22 20:00:00,62.17,60.43747707217932
2018-10-22 20:15:00,65.59,56.563037087321284
2018-10-22 20:30:00,69.84,51.20731021046638
2018-10-22 20:45:00,61.6,44.905617638230325
2018-10-22 21:00:00,17.06,36.747669479846955
2018-10-22 21:15:00,5.51,25.17385733872652
2018-10-22 21:30:00,4.07,13.651176475733518
2018-10-22 21:45:00,4.1,7.037084840238093
2018-10-22 22:00:00,4.0,5.680663825757801
2018-10-22 22:15:00,3.85,4.506254280423746
2018-10-22 22:30:00,3.8200000000000003,3.6305888998508453
2018-10-22 22:45:00,3.74,2.9381494994275275
2018-10-22 23:00:00,3.71,2.9811179837025703
2018-10-22 23:15:00,4.61,3.123620374193415
2018-10-22 23:30:00,4.32,3.362145479451865
2018-10-22 23:45:00,3.6,3.484067002814263
2018-10-23 00:00:00,4.82,3.3582111598923805
2018-10-23 00:15:00,3.64,3.163314001262188
2018-10-23 00:30:00,3.6,2.87540121444501
2018-10-23 00:45:00,3.71,2.104643537271768
2018-10-23 01:00:00,3.71,0.810155847594142
2018-10-23 01:15:00,3.71,0.014569181259721568
2018-10-23 01:30:00,3.67,-0.3719470509514212
2018-10-23 01:45:00,3.67,-0.5166591104678809
2018-10-23 02:00:00,3.64,-0.7283988730423152
2018-10-23 02:15:00,3.71,-0.9740208822675048
2018-10-23 02:30:00,3.8200000000000003,-1.1620306660421191
2018-10-23 02:45:00,4.86,-0.01097737142816181
2018-10-23 03:00:00,4.1,0.7168262765929103
2018-10-23 03:15:00,3.38,1.11085692724213
2018-10-23 03:30:00,3.06,1.2728637694008649
2018-10-23 03:45:00,3.1,1.820193103235215
2018-10-23 04:00:00,3.2,2.3657509126421066
2018-10-23 04:15:00,3.1,2.9860085868276656
2018-10-23 04:30:00,3.02,3.712881493344903
2018-10-23 04:45:00,3.1,3.5131340796267616
2018-10-23 05:00:00,3.1,1.3571202948316932
2018-10-23 05:15:00,3.1,-0.8529919276572764
2018-10-23 05:30:00,3.38,-3.093983660787344
2018-10-23 05:45:00,3.64,-4.535206004455685
2018-10-23 06:00:00,4.68,-4.4239313106238844
2018-10-23 06:15:00,4.32,-3.4937174889445304
2018-10-23 06:30:00,2.99,-1.4211916521005332
2018-10-23 06:45:00,3.06,1.5450542944669725
2018-10-23 07:00:00,2.95,6.145550681911408
2018-10-23 07:15:00,3.02,10.946160983592272
2018-10-23 07:30:00,3.17,15.563891807049512
2018-10-23 07:45:00,4.0,20.953758596628905
2018-10-23 08:00:00,4.68,28.790525713413953
2018-10-23 08:15:00,37.33,35.944981839656826
2018-10-23 08:30:00,81.86,44.5915502011776
2018-10-23 08:45:00,86.98,55.969518162608146
2018-10-23 09:00:00,68.76,66.31321562677621
2018-10-23 09:15:00,66.85,73.29675438016653
2018-10-23 09:30:00,66.67,79.04472199857236
2018-10-23 09:45:00,56.47999999999999,81.66828582048417
2018-10-23 10:00:00,46.62,81.91877990782261
2018-10-23 10:15:00,52.24,79.57405680954457
2018-10-23 10:30:00,47.02,72.95914558261633
2018-10-23 10:45:00,44.32,65.22730413287879
2018-10-23 11:00:00,48.17,56.906654725074766
2018-10-23 11:15:00,54.0,49.00260027438402
2018-10-23 11:30:00,62.32,42.32755124539137
2018-10-23 11:45:00,69.05,37.57684002786875
2018-10-23 12:00:00,91.3,34.76773193284869
2018-10-23 12:15:00,12.85,34.78458407998085
2018-10-23 12:30:00,4.82,32.719995087981225
2018-10-23 12:45:00,4.64,34.215720261931416
2018-10-23 13:00:00,4.25,36.77793149009347
2018-10-23 13:15:00,48.349999999999994,39.69401759892702
2018-10-23 13:30:00,89.89,44.959984618425366
2018-10-23 13:45:00,96.40999999999998,53.785134094059465
2018-10-23 14:00:00,55.76,63.87169541209936
2018-10-23 14:15:00,64.37,69.36322297573089
2018-10-23 14:30:00,118.48,73.27559769392013
2018-10-23 14:45:00,110.23,78.57761326372625
2018-10-23 15:00:00,55.44,82.08094673871994
2018-10-23 15:15:00,78.48000000000002,81.97311096072198
2018-10-23 15:30:00,84.1,82.36793397665025
2018-10-23 15:45:00,53.5,82.89530176818371
2018-10-23 16:00:00,74.52,81.42870464920999
2018-10-23 16:15:00,58.64,78.4015066421032
2018-10-23 16:30:00,46.800000000000004,73.45761435568333
2018-10-23 16:45:00,44.57000000000001,67.57725914359092
2018-10-23 17:00:00,66.74,61.66021318078041
2018-10-23 17:15:00,55.370000000000005,57.503721470236776
2018-10-23 17:30:00,51.440000000000005,54.09798000305891
2018-10-23 17:45:00,31.0,50.76186563491821
2018-10-23 18:00:00,31.1,46.394143880307674
2018-10-23 18:15:00,74.05,42.29742171704769
2018-10-23 18:30:00,125.28,43.56016286939383
2018-10-23 18:45:00,75.63999999999999,49.42503790795803
2018-10-23 19:00:00,47.02,52.632685248553756
2018-10-23 19:15:00,63.58,53.13029625743628
2018-10-23 19:30:00,59.26,52.89047706782818
2018-10-23 19:45:00,70.74,51.19875053226948
2018-10-23 20:00:00,51.59000000000001,48.78372669816017
2018-10-23 20:15:00,61.2,43.81901005297899
2018-10-23 20:30:00,55.510000000000005,38.206124575436114
2018-10-23 20:45:00,62.75,31.09071243777871
2018-10-23 21:00:00,34.09,23.32056350901723
2018-10-23 21:15:00,32.98,14.454432216286659
2018-10-23 21:30:00,29.99,6.782843928914517
2018-10-23 21:45:00,29.88,5.95131424870342
2018-10-23 22:00:00,37.48,5.2566296729817985
2018-10-23 22:15:00,62.5,5.1446527127921575
2018-10-23 22:30:00,92.99,6.960122959241271
2018-10-23 22:45:00,76.1,10.917476406171918
2018-10-23 23:00:00,71.17,14.176158470287918
2018-10-23 23:15:00,32.33,17.108923826143144
2018-10-23 23:30:00,17.93,16.65346339419484
2018-10-23 23:45:00,6.37,13.546533736139535
2018-10-24 00:00:00,2.92,9.028671812862157
2018-10-24 00:15:00,4.86,6.40163763873279
2018-10-24 00:30:00,4.9,4.458338074237108
2018-10-24 00:45:00,3.89,2.7666890069097283
2018-10-24 01:00:00,3.8200000000000003,1.3056235687434674
2018-10-24 01:15:00,3.74,0.11419641423970465
2018-10-24 01:30:00,3.74,-0.4978478029929101
2018-10-24 01:45:00,3.78,0.019164787605404906
2018-10-24 02:00:00,3.74,0.7003886967711151
2018-10-24 02:15:00,3.78,1.4577504045888783
2018-10-24 02:30:00,3.78,2.156817127997056
2018-10-24 02:45:00,3.78,2.5752085902355613
2018-10-24 03:00:00,3.78,2.6070787679869682
2018-10-24 03:15:00,3.74,2.3963818793743847
2018-10-24 03:30:00,3.78,2.2936971773952246
2018-10-24 03:45:00,3.8200000000000003,3.0216528147179633
2018-10-24 04:00:00,4.68,3.6882303162291645
2018-10-24 04:15:00,4.72,4.285921298153698
2018-10-24 04:30:00,3.2,4.909279806707054
2018-10-24 04:45:00,3.24,5.536496569998562
2018-10-24 05:00:00,3.24,3.5510123257059605
2018-10-24 05:15:00,3.17,0.7519889945164323
2018-10-24 05:30:00,3.13,-1.9756991473399101
2018-10-24 05:45:00,3.13,-3.95108431302011
2018-10-24 06:00:00,3.13,-3.8328453374654052
2018-10-24 06:15:00,3.2,-2.563721476495266
2018-10-24 06:30:00,3.1,-0.32569683276116845
2018-10-24 06:45:00,3.42,2.8799187911953776
2018-10-24 07:00:00,3.74,7.051152060590684
2018-10-24 07:15:00,3.64,12.681472942456603
2018-10-24 07:30:00,3.78,17.96218587137759
2018-10-24 07:45:00,5.4,25.527393155544996
2018-10-24 08:00:00,4.18,33.40816896408796
2018-10-24 08:15:00,34.16,39.91440461248159
2018-10-24 08:30:00,58.75,47.76525972008705
2018-10-24 08:45:00,68.98,57.05629191160202
2018-10-24 09:00:00,44.21,66.09608452439308
2018-10-24 09:15:00,43.85,71.47651141703129
2018-10-24 09:30:00,66.53,75.13421100884676
2018-10-24 09:45:00,52.67,77.64247964799405
2018-10-24 10:00:00,49.57,77.70782690793277
2018-10-24 10:15:00,80.78,75.83892042279244
2018-10-24 10:30:00,129.85,72.90020236313343
2018-10-24 10:45:00,90.43,73.05316282451153
2018-10-24 11:00:00,111.89,69.36540555894375
2018-10-24 11:15:00,91.55,66.00224242806435
2018-10-24 11:30:00,59.36,60.601121413111684
2018-10-24 11:45:00,61.63,53.13410904169083
2018-10-24 12:00:00,44.419999999999995,46.50738671630621
2018-10-24 12:15:00,5.290000000000001,40.28993467062712
2018-10-24 12:30:00,5.1499999999999995,34.16596544831991
2018-10-24 12:45:00,5.44,33.681728375256064
2018-10-24 13:00:00,4.75,35.407040195912124
2018-10-24 13:15:00,31.21,38.17588052883744
2018-10-24 13:30:00,54.07,42.8844916921854
2018-10-24 13:45:00,60.3,49.77738138765097
2018-10-24 14:00:00,69.52,57.527554740011695
2018-10-24 14:15:00,52.99000000000001,64.81472854197025
2018-10-24 14:30:00,54.07,69.28973369240761
2018-10-24 14:45:00,59.83,72.17038426041603
2018-10-24 15:00:00,51.19,74.17863925278186
2018-10-24 15:15:00,57.96,74.57865825384856
2018-10-24 15:30:00,55.33,74.49856732994319
2018-10-24 15:45:00,59.69,73.4796737152338
2018-10-24 16:00:00,46.87,71.65351173013448
2018-10-24 16:15:00,56.99,68.04893064498901
2018-10-24 16:30:00,55.48,64.22147009015083
2018-10-24 16:45:00,52.13,59.919809650480744
2018-10-24 17:00:00,56.23,55.228050634264946
2018-10-24 17:15:00,57.78,51.06673568427563
2018-10-24 17:30:00,62.28,47.929968407154085
2018-10-24 17:45:00,52.92,45.31182511597872
2018-10-24 18:00:00,33.52,42.44427004724741
2018-10-24 18:15:00,15.91,39.891298870444295
2018-10-24 18:30:00,3.89,37.701096825450655
2018-10-24 18:45:00,3.92,35.34288527309894
2018-10-24 19:00:00,3.89,33.242452067285775
2018-10-24 19:15:00,3.92,31.22713511586189
2018-10-24 19:30:00,3.8200000000000003,30.61616226181388
2018-10-24 19:45:00,3.85,30.213156804293394
2018-10-24 20:00:00,3.78,28.973454030305145
2018-10-24 20:15:00,4.72,26.748171226531266
2018-10-24 20:30:00,4.64,23.41460545092821
2018-10-24 20:45:00,3.85,18.94618173196912
2018-10-24 21:00:00,3.89,13.13166553467512
2018-10-24 21:15:00,3.8200000000000003,6.612037706132978
2018-10-24 21:30:00,3.8200000000000003,0.7998792376182974
2018-10-24 21:45:00,3.92,0.3767494422383607
2018-10-24 22:00:00,3.85,0.9523173497989774
2018-10-24 22:15:00,3.64,1.517078439090401
2018-10-24 22:30:00,3.56,2.201439530942589
2018-10-24 22:45:00,3.64,2.876389215076342
2018-10-24 23:00:00,3.6,3.4600465883174913
2018-10-24 23:15:00,2.95,3.881571654547006
2018-10-24 23:30:00,2.92,4.036542921755463
2018-10-24 23:45:00,2.92,3.997933428902179
2018-10-25 00:00:00,4.1,3.7805643081851303
2018-10-25 00:15:00,3.1,3.6242752389982344
2018-10-25 00:30:00,3.67,3.557554602045566
2018-10-25 00:45:00,3.02,3.5713228960707784
2018-10-25 01:00:00,2.99,3.410155222914182
2018-10-25 01:15:00,2.95,2.9227630736865104
2018-10-25 01:30:00,3.13,2.6733783819433303
2018-10-25 01:45:00,3.02,2.5530312039051206
2018-10-25 02:00:00,2.99,2.351053841887042
2018-10-25 02:15:00,2.99,1.8897466635890305
2018-10-25 02:30:00,3.13,2.440740020219237
2018-10-25 02:45:00,3.71,3.465155421695672
2018-10-25 03:00:00,3.17,4.090838749064132
2018-10-25 03:15:00,3.02,4.343690003817901
2018-10-25 03:30:00,3.02,4.297650998830795
2018-10-25 03:45:00,3.49,4.043722486570478
2018-10-25 04:00:00,3.56,3.744910677447915
2018-10-25 04:15:00,3.02,3.781817553304136
2018-10-25 04:30:00,3.02,3.8551328137889507
2018-10-25 04:45:00,3.13,3.11100820931606
2018-10-25 05:00:00,3.1,0.8303770207427442
2018-10-25 05:15:00,3.13,-1.565064191762358
2018-10-25 05:30:00,3.06,-3.895106218159199
2018-10-25 05:45:00,3.02,-6.105921549052001
2018-10-25 06:00:00,3.35,-7.442020625546575
2018-10-25 06:15:00,3.42,-7.195170913264156
2018-10-25 06:30:00,2.95,-4.81380870975554
2018-10-25 06:45:00,2.95,-0.9792954583652317
2018-10-25 07:00:00,2.95,3.32476832090877
2018-10-25 07:15:00,2.84,7.912999606765807
2018-10-25 07:30:00,2.92,12.367371823564172
2018-10-25 07:45:00,4.43,16.27696891270578
2018-10-25 08:00:00,5.9,21.47408463820815
2018-10-25 08:15:00,36.58,27.186964761465788
2018-10-25 08:30:00,54.36,34.780654532015326
2018-10-25 08:45:00,76.25,43.86142671644688
2018-10-25 09:00:00,74.56,53.84260878533125
2018-10-25 09:15:00,64.84,62.14721665561199
2018-10-25 09:30:00,55.26,68.15916456997394
2018-10-25 09:45:00,84.05999999999999,71.40521818965674
2018-10-25 10:00:00,67.79,74.4282127031684
2018-10-25 10:15:00,78.12,75.06533838301897
2018-10-25 10:30:00,58.72,75.06131901681424
2018-10-25 10:45:00,70.2,72.3506135392189
2018-10-25 11:00:00,67.43,67.4725400584936
2018-10-25 11:15:00,74.34,61.64354740649462
2018-10-25 11:30:00,58.93,56.09514693379402
2018-10-25 11:45:00,79.92,49.63879633545876
2018-10-25 12:00:00,52.45,45.373211391568184
2018-10-25 12:15:00,8.46,40.49108710825443
2018-10-25 12:30:00,5.83,34.5301694265008
2018-10-25 12:45:00,4.93,31.461771793067456
2018-10-25 13:00:00,4.68,31.80985564276576
2018-10-25 13:15:00,29.48,33.79947110503912
2018-10-25 13:30:00,50.26,37.423531520813704
2018-10-25 13:45:00,58.36,42.99798601925373
2018-10-25 14:00:00,59.14999999999999,49.72130336999893
2018-10-25 14:15:00,54.97,55.91492214590311
2018-10-25 14:30:00,60.16,60.39512328147888
2018-10-25 14:45:00,58.28,64.13771458208561
2018-10-25 15:00:00,60.23,66.79403511583806
2018-10-25 15:15:00,47.41,68.68546801537275
2018-10-25 15:30:00,47.38000000000001,68.7759688732028
2018-10-25 15:45:00,66.53,67.82740293979644
2018-10-25 16:00:00,66.28,67.34728403300046
2018-10-25 16:15:00,60.37,66.18705692797899
2018-10-25 16:30:00,57.67,63.78040864467621
2018-10-25 16:45:00,57.42,60.3516916719079
2018-10-25 17:00:00,46.84,56.37495769441128
2018-10-25 17:15:00,60.19,51.58382826924324
2018-10-25 17:30:00,51.73,48.29559600442648
2018-10-25 17:45:00,29.84,44.77433929979801
2018-10-25 18:00:00,30.02,40.152409473657606
2018-10-25 18:15:00,51.98,36.022209807187316
2018-10-25 18:30:00,57.6,36.10685227036476
2018-10-25 18:45:00,65.12,37.72104321092367
2018-10-25 19:00:00,67.32,40.062238697856664
2018-10-25 19:15:00,48.489999999999995,42.786508975028994
2018-10-25 19:30:00,51.300000000000004,43.34462154984474
2018-10-25 19:45:00,56.34,42.54083363622427
2018-10-25 20:00:00,57.06000000000001,41.182377677261826
2018-10-25 20:15:00,53.5,38.0767503836751
2018-10-25 20:30:00,56.66,33.194545263946054
2018-10-25 20:45:00,81.00000000000001,26.88543370515108
2018-10-25 21:00:00,75.02,21.48886422947049
2018-10-25 21:15:00,8.89,17.273003785535693
2018-10-25 21:30:00,4.07,9.282152356654406
2018-10-25 21:45:00,3.89,6.576368918567895
2018-10-25 22:00:00,3.89,4.340757578648627
2018-10-25 22:15:00,3.71,2.3488422080874445
2018-10-25 22:30:00,3.64,0.8975905352830887
2018-10-25 22:45:00,3.5299999999999994,0.4262131886184216
2018-10-25 23:00:00,3.56,0.2911130841076375
2018-10-25 23:15:00,3.4599999999999995,0.3890929944440723
2018-10-25 23:30:00,3.5299999999999994,0.679948310982436
2018-10-25 23:45:00,3.42,1.0625880441255868
2018-10-26 00:00:00,3.6,1.4954061400145293
2018-10-26 00:15:00,4.57,1.88351159369573
2018-10-26 00:30:00,3.49,2.263232655087486
2018-10-26 00:45:00,3.5299999999999994,2.3758055031578986
2018-10-26 01:00:00,3.49,1.5435338400863112
2018-10-26 01:15:00,3.5299999999999994,1.1356560237705708
2018-10-26 01:30:00,3.5299999999999994,1.0996972917020322
2018-10-26 01:45:00,3.49,1.3324598552100362
2018-10-26 02:00:00,3.49,1.4527963673323394
2018-10-26 02:15:00,3.35,1.4568555903807283
2018-10-26 02:30:00,2.92,2.0410188227519392
2018-10-26 02:45:00,2.88,3.5577799896895885
2018-10-26 03:00:00,2.88,4.419794681994245
2018-10-26 03:15:00,2.88,4.738667815867811
2018-10-26 03:30:00,2.95,4.647638995200396
2018-10-26 03:45:00,2.84,4.322644888665527
2018-10-26 04:00:00,2.84,4.351244700122625
2018-10-26 04:15:00,2.92,4.447480171844363
2018-10-26 04:30:00,2.88,4.714176627490669
2018-10-26 04:45:00,3.17,2.824971220288426
2018-10-26 05:00:00,3.5299999999999994,-0.030956596694886634
2018-10-26 05:15:00,3.2,-2.8242606111615896
2018-10-26 05:30:00,3.38,-5.539058432281018
2018-10-26 05:45:00,2.88,-7.478441921547056
2018-10-26 06:00:00,2.92,-8.341096709147097
2018-10-26 06:15:00,2.84,-8.095138442888857
2018-10-26 06:30:00,2.81,-4.978400633111597
2018-10-26 06:45:00,2.84,-0.9446469498611986
2018-10-26 07:00:00,2.81,3.5850938565749675
2018-10-26 07:15:00,2.84,8.250126192644238
2018-10-26 07:30:00,3.28,12.604499834179878
2018-10-26 07:45:00,5.9,16.290129530206322
2018-10-26 08:00:00,5.54,22.196169390529395
2018-10-26 08:15:00,25.99,27.42459014058113
2018-10-26 08:30:00,100.69,32.56843803659081
2018-10-26 08:45:00,80.68,44.16857365816831
2018-10-26 09:00:00,104.65,54.0337599620223
2018-10-26 09:15:00,121.18,63.73326754182577
2018-10-26 09:30:00,106.06,72.97430241048336
2018-10-26 09:45:00,106.52000000000001,79.64822871148587
2018-10-26 10:00:00,122.69,84.55518773794175
2018-10-26 10:15:00,93.2,87.11322915434837
2018-10-26 10:30:00,52.45,85.4945787382126
2018-10-26 10:45:00,74.27,78.952775067091
2018-10-26 11:00:00,60.26,72.78526196241378
2018-10-26 11:15:00,72.18,64.56739156574011
2018-10-26 11:30:00,72.9,56.724642554223536
2018-10-26 11:45:00,65.2,50.43261442452669
2018-10-26 12:00:00,60.23,45.32141770392656
2018-10-26 12:15:00,8.39,41.78501315325499
2018-10-26 12:30:00,4.32,38.65775089129806
2018-10-26 12:45:00,4.68,38.872070682793854
2018-10-26 13:00:00,4.28,39.561338095963
2018-10-26 13:15:00,33.66,41.3658449035883
2018-10-26 13:30:00,66.02,44.77759970188141
2018-10-26 13:45:00,63.76,50.74293195009231
2018-10-26 14:00:00,68.11,55.03160018146038
2018-10-26 14:15:00,69.91,58.50881900340319
2018-10-26 14:30:00,55.55,60.80444745212793
2018-10-26 14:45:00,52.34,61.0131625854969
2018-10-26 15:00:00,58.64,59.910491008162495
2018-10-26 15:15:00,67.61,58.78360443353653
